[512.         404.23185232]
[512.         404.23214714]
[ 283.07712097 -487.1256689 ]
[512.         404.23111114]
[512.        404.2304822]
[512.        404.2320683]
[-465.68961287  385.71871511]
[-456.87250854 -382.60896935]
[ 283.07999935 -487.12929978]
[512.         404.23217321]
[ 283.07619391 -487.1240208 ]
[512.         404.23157053]
[-456.8885978  -382.62657757]
[512.         404.23202628]
[512.         404.23245126]
[512.         404.23113772]
[512.         404.23169959]
[512.         404.23257212]
[-465.6952393   385.71674581]
[512.         404.23077713]
[512.         404.23161603]
[512.         404.23190312]
[512.         404.23118379]
[-465.69429405  385.71718142]
[512.         404.23187233]
[512.         404.23217024]
[512.         404.23193395]
[512.         404.23149427]
[512.         404.23115342]
[512.         404.23143967]
[512.         404.23222369]
[ 399.55838395 -367.6915039 ]
[512.         404.23152134]
[512.         404.23182184]
[512.         404.23043204]
[512.         404.23149868]
[512.         404.23173836]
[512.        404.2319656]
[512.         404.23269587]
[512.        404.2318484]
[512.         404.23160214]
[512.         404.23146681]
[512.         404.23194164]
[512.         404.23164973]
[512.         404.23206665]
[512.         404.23203149]
[-465.69265232  385.71723257]
[512.         404.23218828]
[-465.69184618  385.71541277]
[512.         404.23206497]
[512.         404.23118281]
[512.         404.23106886]
[512.         404.23221381]
[-465.69446974  385.71683282]
[512.         404.23218187]
[512.         404.23145483]
[512.         404.23126484]
[512.         404.23185669]
[512.         404.23170466]
[512.         404.23161198]
[512.         404.23131808]
[512.         404.23148073]
[512.        404.2323585]
[512.         404.23189422]
[-456.89236379 -382.63065729]
[512.         404.23192481]
[-465.69344263  385.71636749]
[512.        404.2320422]
[512.         404.23215039]
[512.        404.2313734]
[512.         404.23215286]
[512.         404.23068973]
[512.        404.2319354]
[ 283.07775447 -487.12435707]
[512.         404.23189756]
[-465.69037348  385.71650203]
[512.         404.23180882]
[512.         404.23184651]
[-465.69312059  385.71648609]
[512.         404.23175153]
[512.         404.23175012]
[512.         404.23161726]
[512.         404.23171627]
[512.         404.23166304]
[512.         404.23149265]
[512.         404.23155298]
[512.         404.23262369]
[512.         404.23168967]
[512.         404.23182162]
[512.         404.23252065]
[512.         404.23198074]
[512.         404.23081282]
[-465.69667486  385.71714853]
[512.         404.23184651]
[512.        404.2314631]
[512.         404.23141514]
[512.         404.23160616]
[512.         404.23114577]
[512.         404.23172369]
[512.         404.23198254]
[512.         404.23186518]
[512.         404.23150903]
[512.         404.23175221]
[512.         404.23121454]
[512.         404.23178572]
[512.         404.23189249]
[512.         404.23185263]
[512.         404.23199268]
[-465.69316841  385.71710724]
[512.         404.23179172]
[512.        404.2318312]
[512.         404.23185215]
[512.         404.23251675]
[512.         404.23216138]
[512.         404.23173459]
[512.         404.23083227]
[512.         404.23167647]
[512.         404.23148572]
[512.         404.23181545]
[ 283.07857679 -487.12632418]
[512.         404.23179597]
[-465.69572532  385.71723876]
[512.         404.23223683]
[512.         404.23181446]
[512.         404.23218983]
[ 283.07581371 -487.12593591]
[-456.88489652 -382.62297195]
[512.         404.23173447]
[512.         404.23126098]
[512.         404.23225585]
[-465.6931863   385.71677704]
[512.        404.2315024]
[512.         404.23189467]
[512.         404.23172172]
[512.         404.23189633]
[512.         404.23181203]
[512.         404.23172932]
[512.         404.23147689]
[512.        404.2317604]
[512.         404.23168187]
